op_id,airport_code,date,total_departures,total_arrivals,cancelled_flights,diverted_flights,avg_dep_delay_min,avg_arr_delay_min,on_time_pct,capacity_utilization_pct,ground_stops,gate_holds,runway_closures
OP0000295,ATL,2023-10-22,827,834,12,1,11.6,19.2,81.5,89.3,0,2,0
OP0000296,ATL,2023-10-23,723,727,1,3,8.7,10.4,85.6,85.8,0,2,0
OP0000297,ATL,2023-10-24,682,687,11,1,9.3,12.8,83.8,94.2,0,0,0
OP0000298,ATL,2023-10-25,730,728,12,3,6.9,8.6,89.2,81.4,0,1,0
OP0000299,ATL,2023-10-26,702,705,9,3,14.2,14.7,68.3,95.7,0,0,0
OP0000300,ATL,2023-10-27,763,766,13,3,13.6,18.1,77.0,89.0,0,1,0
OP0000301,ATL,2023-10-28,817,824,14,2,3.7,6.4,99,86.5,0,2,0
OP0000302,ATL,2023-10-29,789,791,13,2,4.2,5.1,96.1,94.5,0,1,0
OP0000303,ATL,2023-10-30,758,760,11,0,11.9,15.8,76.8,86.9,0,0,0
OP0000304,ATL,2023-10-31,716,712,8,2,10.4,13.4,77.5,88.1,0,1,0
OP0000305,ATL,2023-11-01,713,723,14,2,17.6,19.5,71.2,90.0,0,1,0
OP0000306,ATL,2023-11-02,687,687,9,2,21.0,19.1,60.0,90.5,0,1,0
OP0000307,ATL,2023-11-03,808,811,15,2,16.7,22.8,68.6,88.7,0,2,0
OP0000308,ATL,2023-11-04,803,797,1,3,11.4,15.8,79.2,90.8,0,2,0
OP0000309,ATL,2023-11-05,821,822,9,3,10.4,14.4,82.3,87.8,0,0,0
OP0000310,ATL,2023-11-06,687,689,10,2,18.5,19.6,75.3,92.7,0,0,1
OP0000311,ATL,2023-11-07,679,686,9,0,9.1,10.2,78.4,92.7,0,1,0
OP0000312,ATL,2023-11-08,704,714,12,2,13.6,20.7,83.6,87.1,0,1,0
OP0000313,ATL,2023-11-09,722,724,8,1,18.0,19.7,68.9,94.2,0,2,0
OP0000314,ATL,2023-11-10,731,729,9,2,3.4,7.2,95.2,87.1,0,0,0
OP0000315,ATL,2023-11-11,802,800,16,1,6.2,8.8,85.3,87.3,0,0,0
OP0000316,ATL,2023-11-12,822,831,14,3,20.0,21.2,67.1,89.1,0,2,0
OP0000317,ATL,2023-11-13,741,741,13,2,10.7,14.5,80.3,91.0,0,0,0
OP0000318,ATL,2023-11-14,726,724,10,1,11.4,14.6,78.0,90.2,0,1,0
OP0000319,ATL,2023-11-15,654,646,11,1,8.6,10.1,83.0,91.7,0,0,0
OP0000320,ATL,2023-11-16,720,728,11,1,12.6,11.9,77.0,89.4,0,1,0
OP0000321,ATL,2023-11-17,749,748,10,2,5.2,8.5,96.8,95.7,0,2,0
OP0000322,ATL,2023-11-18,813,821,11,2,0.3,3.8,99,95.0,0,2,0
OP0000323,ATL,2023-11-19,825,822,14,3,5.2,4.5,95.5,89.6,0,2,0
OP0000324,ATL,2023-11-20,726,728,13,2,11.6,16.6,80.4,90.2,0,2,0
OP0000325,ATL,2023-11-21,717,715,11,3,6.4,10.7,83.7,94.9,0,1,1
OP0000326,ATL,2023-11-22,701,698,9,2,5.9,8.8,90.2,93.7,0,0,0
OP0000327,ATL,2023-11-23,733,728,17,0,10.8,14.1,80.8,94.0,0,1,0
OP0000328,ATL,2023-11-24,800,792,14,2,11.3,16.0,75.8,88.2,0,2,0
OP0000329,ATL,2023-11-25,774,773,19,2,14.2,16.2,73.3,87.2,0,0,0
OP0000330,ATL,2023-11-26,765,759,17,0,17.1,22.2,67.5,90.1,0,2,0
OP0000331,ATL,2023-11-27,691,697,19,2,24.6,26.2,50,86.6,0,1,0
OP0000332,ATL,2023-11-28,735,731,13,1,14.6,15.8,74.3,91.6,0,0,0
OP0000333,ATL,2023-11-29,712,719,19,1,14.4,15.1,73.1,88.5,0,2,0
OP0000334,ATL,2023-11-30,737,733,4,2,6.9,9.5,84.5,92.1,0,1,0
OP0000335,ATL,2023-12-01,787,793,16,2,16.7,18.3,66.6,90.9,1,1,0
OP0000336,ATL,2023-12-02,761,762,15,1,6.3,9.9,86.0,90.1,1,3,0
OP0000337,ATL,2023-12-03,736,742,12,2,14.0,19.1,77.3,93.6,0,2,0
OP0000338,ATL,2023-12-04,775,768,16,2,17.7,17.3,67.2,87.4,1,4,0
OP0000339,ATL,2023-12-05,845,845,14,5,16.3,22.0,71.5,91.1,0,0,0
OP0000340,ATL,2023-12-06,758,760,11,1,14.6,20.7,72.6,89.9,0,3,0
OP0000341,ATL,2023-12-07,840,844,15,2,19.6,20.3,58.3,92.3,0,3,0
OP0000342,ATL,2023-12-08,773,765,16,1,19.8,21.5,60.5,81.8,1,1,0
OP0000343,ATL,2023-12-09,800,798,15,2,26.3,27.8,52.1,84.5,0,2,0
OP0000344,ATL,2023-12-10,751,758,18,1,16.2,17.0,65.1,90.3,1,3,0
OP0000345,ATL,2023-12-11,804,810,15,3,8.3,12.4,85.2,90.5,1,2,1
OP0000346,ATL,2023-12-12,788,797,11,2,11.1,15.6,80.5,90.7,0,1,0
OP0000347,ATL,2023-12-13,810,806,21,2,11.9,15.9,75.5,81.4,0,0,0
OP0000348,ATL,2023-12-14,818,808,19,3,20.1,25.5,65.4,88.6,0,5,0
OP0000349,ATL,2023-12-15,772,781,14,2,17.4,19.9,68.8,88.8,0,2,1
OP0000350,ATL,2023-12-16,821,815,22,3,11.4,14.9,82.5,81.2,1,0,0
OP0000351,ATL,2023-12-17,798,804,17,1,13.2,18.6,77.7,91.7,0,5,0
OP0000352,ATL,2023-12-18,815,815,17,2,21.4,22.5,59.8,87.3,1,5,0
OP0000353,ATL,2023-12-19,748,746,19,1,18.9,18.5,66.7,95.5,1,1,0
OP0000354,ATL,2023-12-20,763,762,13,2,11.8,16.1,78.0,86.9,1,1,0
OP0000355,ATL,2023-12-21,758,754,14,2,6.0,10.5,94.1,89.3,1,5,0
OP0000356,ATL,2023-12-22,807,802,25,3,11.7,10.6,77.0,91.7,0,3,0
OP0000357,ATL,2023-12-23,822,816,19,3,9.4,11.8,87.3,90.6,0,3,0
OP0000358,ATL,2023-12-24,768,764,13,1,15.9,21.3,69.8,93.4,0,0,0
OP0000359,ATL,2023-12-25,784,781,25,2,18.3,17.8,63.0,91.1,1,5,0
OP0000360,ATL,2023-12-26,788,789,12,2,14.2,17.0,72.1,86.5,0,3,0
OP0000361,ATL,2023-12-27,761,758,19,2,9.7,16.0,84.4,87.0,1,1,0
OP0000362,ATL,2023-12-28,810,805,22,1,22.2,26.5,59.1,88.2,1,0,0
OP0000363,ATL,2023-12-29,799,798,17,3,13.9,16.4,76.6,89.0,1,3,0
OP0000364,ATL,2023-12-30,791,786,15,1,23.6,27.8,55.2,85.3,0,5,0
OP0000365,ATL,2023-12-31,774,781,9,2,17.8,20.4,71.9,90.9,1,0,0
OP0000366,ORD,2023-01-01,763,755,13,2,17.0,17.5,73.7,82.7,1,5,0
OP0000367,ORD,2023-01-02,682,686,19,3,20.3,21.4,61.2,85.2,0,1,0
OP0000368,ORD,2023-01-03,627,618,10,2,9.4,12.8,82.1,86.9,0,3,0
OP0000369,ORD,2023-01-04,722,713,11,1,10.9,13.5,77.7,84.1,0,5,0
OP0000370,ORD,2023-01-05,704,711,17,2,12.1,13.3,76.6,84.6,0,1,0
OP0000371,ORD,2023-01-06,773,783,13,2,18.7,23.8,66.0,87.6,1,4,1
OP0000372,ORD,2023-01-07,713,703,13,3,14.6,15.5,77.9,88.5,1,3,0
OP0000373,ORD,2023-01-08,744,748,11,3,17.2,18.4,67.4,90.6,1,1,0
OP0000374,ORD,2023-01-09,689,683,10,1,14.4,16.9,73.7,80.5,0,1,0
OP0000375,ORD,2023-01-10,641,634,17,1,28.8,37.7,50,87.1,1,5,0
OP0000376,ORD,2023-01-11,708,701,11,1,9.3,15.8,89.5,84.1,0,0,0
OP0000377,ORD,2023-01-12,659,654,16,2,24.0,27.8,59.2,80.5,0,4,0
OP0000378,ORD,2023-01-13,729,722,18,1,19.3,21.3,67.3,84.3,1,0,0
OP0000379,ORD,2023-01-14,784,784,17,1,22.3,25.2,62.1,88.6,0,0,0
OP0000380,ORD,2023-01-15,748,740,21,2,14.5,16.5,71.8,79.9,1,0,0
OP0000381,ORD,2023-01-16,670,672,13,2,20.5,20.1,69.2,88.7,0,1,0
OP0000382,ORD,2023-01-17,703,695,11,1,23.1,29.2,59.8,85.9,1,1,0
OP0000383,ORD,2023-01-18,712,717,15,0,17.9,21.8,72.8,83.8,0,1,0
OP0000384,ORD,2023-01-19,708,716,13,1,13.8,14.8,73.7,85.0,0,1,0
OP0000385,ORD,2023-01-20,787,781,16,2,24.7,27.7,51.8,85.4,0,5,0
OP0000386,ORD,2023-01-21,745,740,7,3,16.5,25.7,68.5,77.7,1,4,0
OP0000387,ORD,2023-01-22,664,664,9,2,14.8,19.2,75.4,82.8,0,1,0
OP0000388,ORD,2023-01-23,697,687,18,1,12.3,15.8,77.1,85.8,0,1,0
OP0000389,ORD,2023-01-24,653,663,13,2,21.3,23.7,56.5,83.7,0,2,0
OP0000390,ORD,2023-01-25,726,731,17,1,22.0,24.4,63.6,82.3,1,3,0
OP0000391,ORD,2023-01-26,711,720,19,1,11.4,14.4,77.6,81.9,1,3,0
OP0000392,ORD,2023-01-27,691,687,16,1,23.5,25.8,55.6,86.8,0,4,0
OP0000393,ORD,2023-01-28,754,756,13,2,12.4,15.4,71.0,89.1,1,0,0
OP0000394,ORD,2023-01-29,766,771,10,3,20.9,22.0,59.8,81.4,1,3,0
OP0000395,ORD,2023-01-30,713,713,9,4,8.7,13.0,87.2,87.3,1,2,0
OP0000396,ORD,2023-01-31,664,664,15,2,19.0,21.3,66.2,82.7,0,0,0
OP0000397,ORD,2023-02-01,686,692,14,1,18.6,16.3,67.8,83.2,0,1,0
OP0000398,ORD,2023-02-02,719,716,12,1,16.3,16.9,73.6,84.6,1,0,0
OP0000399,ORD,2023-02-03,734,727,9,1,11.6,18.4,82.9,80.5,1,2,0
OP0000400,ORD,2023-02-04,751,748,9,1,6.2,5.9,85.7,86.9,0,3,0
OP0000401,ORD,2023-02-05,767,777,10,1,19.6,21.1,63.6,80.4,1,0,0
OP0000402,ORD,2023-02-06,630,631,10,1,17.9,16.9,70.8,82.9,0,1,0
OP0000403,ORD,2023-02-07,683,676,10,1,19.3,21.2,62.0,86.3,1,5,0
OP0000404,ORD,2023-02-08,666,669,17,2,17.1,17.7,69.5,88.0,0,2,0
OP0000405,ORD,2023-02-09,706,708,10,1,4.8,8.2,91.0,80.6,0,4,0
OP0000406,ORD,2023-02-10,745,749,5,3,14.0,18.7,77.0,84.7,1,3,0
OP0000407,ORD,2023-02-11,729,734,17,3,13.8,15.8,75.3,81.8,0,0,0
OP0000408,ORD,2023-02-12,762,761,21,1,18.1,21.9,69.6,87.7,0,4,0
OP0000409,ORD,2023-02-13,658,664,11,0,13.9,19.4,71.9,87.1,0,4,0
OP0000410,ORD,2023-02-14,681,690,11,2,25.0,29.2,54.1,84.3,1,1,0
OP0000411,ORD,2023-02-15,658,648,13,1,14.6,16.9,72.8,86.0,0,0,0
OP0000412,ORD,2023-02-16,675,669,16,2,15.7,16.3,70.4,84.1,0,0,0
OP0000413,ORD,2023-02-17,756,757,13,2,11.1,13.3,75.2,81.6,0,3,1
OP0000414,ORD,2023-02-18,738,748,8,2,9.7,14.4,81.2,80.8,0,5,0
OP0000415,ORD,2023-02-19,750,746,12,1,13.4,18.6,77.3,84.4,1,0,0
OP0000416,ORD,2023-02-20,662,671,15,1,8.3,11.7,86.9,87.5,1,0,1
OP0000417,ORD,2023-02-21,718,721,10,1,12.4,14.8,77.8,89.2,0,2,0
OP0000418,ORD,2023-02-22,622,629,9,2,5.2,8.7,87.1,85.8,0,4,0
OP0000419,ORD,2023-02-23,711,703,16,1,15.6,19.7,68.5,89.0,0,1,0
OP0000420,ORD,2023-02-24,773,782,18,2,19.1,21.0,68.3,91.4,0,4,0
OP0000421,ORD,2023-02-25,776,776,15,2,13.2,18.2,79.2,78.9,0,4,1
OP0000422,ORD,2023-02-26,688,688,12,2,20.5,26.5,64.1,78.4,0,5,0
OP0000423,ORD,2023-02-27,675,668,14,1,18.1,19.6,67.7,88.4,0,5,0
OP0000424,ORD,2023-02-28,776,772,21,2,12.8,15.9,78.8,88.9,1,3,0
OP0000425,ORD,2023-03-01,685,694,10,1,12.8,12.8,81.3,83.2,0,2,0
OP0000426,ORD,2023-03-02,674,677,10,2,17.3,22.0,71.1,80.0,0,2,0
OP0000427,ORD,2023-03-03,690,688,7,1,7.7,13.2,89.8,85.7,0,2,0
OP0000428,ORD,2023-03-04,746,739,5,2,14.6,18.3,68.6,81.8,0,2,0
OP0000429,ORD,2023-03-05,699,705,5,1,13.0,17.0,71.6,84.2,0,0,0
OP0000430,ORD,2023-03-06,685,687,11,3,23.4,27.0,53.1,85.5,0,2,0
OP0000431,ORD,2023-03-07,706,700,10,2,14.5,19.3,72.1,89.6,0,0,0
OP0000432,ORD,2023-03-08,638,631,2,2,18.0,20.8,67.0,79.8,0,1,0
OP0000433,ORD,2023-03-09,694,694,6,2,14.9,17.7,75.0,82.2,0,1,0
OP0000434,ORD,2023-03-10,737,747,8,1,18.1,21.1,64.8,87.3,0,2,0
OP0000435,ORD,2023-03-11,731,727,11,3,20.6,24.0,66.9,81.6,0,1,1
OP0000436,ORD,2023-03-12,763,765,8,2,18.1,19.4,73.2,84.5,0,0,0
OP0000437,ORD,2023-03-13,623,619,11,1,16.1,18.2,60.9,84.6,0,2,0
OP0000438,ORD,2023-03-14,693,686,11,3,20.9,21.8,67.2,84.5,0,0,0
OP0000439,ORD,2023-03-15,689,688,17,2,23.5,26.9,58.7,80.6,0,0,0
OP0000440,ORD,2023-03-16,638,643,9,1,9.1,11.8,83.4,83.8,0,0,0
OP0000441,ORD,2023-03-17,788,780,9,1,15.4,19.9,69.1,85.9,0,1,0
OP0000442,ORD,2023-03-18,764,757,9,2,10.4,10.5,85.1,88.7,0,0,0
OP0000443,ORD,2023-03-19,727,736,5,2,13.6,15.3,74.2,86.5,0,1,1
OP0000444,ORD,2023-03-20,668,667,13,1,5.6,11.3,86.0,87.5,0,0,0
OP0000445,ORD,2023-03-21,657,657,7,2,9.6,9.9,83.6,79.4,0,2,0
OP0000446,ORD,2023-03-22,664,655,9,2,20.6,26.7,64.3,88.1,0,2,0
OP0000447,ORD,2023-03-23,652,649,2,1,20.8,22.0,66.9,89.7,0,2,0
OP0000448,ORD,2023-03-24,799,792,13,2,21.7,27.0,63.2,82.1,0,0,0
OP0000449,ORD,2023-03-25,751,741,11,2,16.8,19.5,72.0,86.2,0,2,0
OP0000450,ORD,2023-03-26,752,744,11,2,17.3,21.0,69.5,85.8,0,0,0
OP0000451,ORD,2023-03-27,649,643,9,1,12.4,15.4,78.1,83.1,0,2,0
OP0000452,ORD,2023-03-28,601,611,13,1,17.9,20.2,67.1,87.3,0,2,0
OP0000453,ORD,2023-03-29,719,723,5,2,16.7,15.5,69.7,88.3,0,1,0
OP0000454,ORD,2023-03-30,665,675,13,1,12.6,14.4,80.2,79.4,0,2,0
OP0000455,ORD,2023-03-31,802,793,16,1,6.5,7.1,89.3,88.6,0,1,0
OP0000456,ORD,2023-04-01,750,740,5,3,9.6,12.2,76.5,80.8,0,1,1
OP0000457,ORD,2023-04-02,712,708,5,1,16.3,18.9,70.3,88.5,0,2,0
OP0000458,ORD,2023-04-03,665,666,13,2,10.2,13.5,77.1,83.5,0,1,0
OP0000459,ORD,2023-04-04,698,705,12,2,19.9,21.4,57.1,87.1,0,0,0
OP0000460,ORD,2023-04-05,738,745,10,3,11.3,16.8,79.5,86.5,0,1,1
OP0000461,ORD,2023-04-06,716,714,4,2,17.7,18.6,68.5,86.5,0,1,0
OP0000462,ORD,2023-04-07,809,816,13,2,17.5,21.5,64.2,86.2,0,2,0
OP0000463,ORD,2023-04-08,697,707,15,3,6.1,9.7,87.7,87.1,0,1,0
OP0000464,ORD,2023-04-09,753,746,13,1,2.3,7.2,91.8,82.3,0,1,0
OP0000465,ORD,2023-04-10,685,684,9,1,18.8,22.4,65.0,86.0,0,2,0
OP0000466,ORD,2023-04-11,708,704,10,2,12.8,11.6,73.4,91.6,0,2,0
OP0000467,ORD,2023-04-12,669,673,8,2,11.9,13.9,80.9,85.9,0,0,0
OP0000468,ORD,2023-04-13,692,690,14,1,11.0,14.2,80.4,88.1,0,0,0
OP0000469,ORD,2023-04-14,760,758,16,2,11.6,15.3,77.3,81.5,0,1,0
OP0000470,ORD,2023-04-15,762,762,13,1,13.0,17.3,77.1,89.3,0,1,0
OP0000471,ORD,2023-04-16,788,784,9,4,2.9,4.6,91.3,82.7,0,0,0
OP0000472,ORD,2023-04-17,669,672,16,3,14.0,17.8,74.5,86.3,0,2,0
OP0000473,ORD,2023-04-18,660,670,6,2,8.8,13.1,83.2,84.8,0,2,0
OP0000474,ORD,2023-04-19,699,698,12,2,18.6,20.0,62.8,85.0,0,0,0
OP0000475,ORD,2023-04-20,692,698,1,2,15.5,18.7,76.0,85.9,0,2,0
OP0000476,ORD,2023-04-21,747,753,7,1,8.2,11.6,83.2,84.4,0,1,0
OP0000477,ORD,2023-04-22,785,779,12,2,14.7,14.4,70.8,89.4,0,0,0
OP0000478,ORD,2023-04-23,815,810,9,2,6.4,7.5,89.2,80.3,0,0,0
OP0000479,ORD,2023-04-24,688,692,5,1,10.3,12.0,84.9,84.0,0,2,0
OP0000480,ORD,2023-04-25,746,739,14,4,14.6,13.1,76.0,79.1,0,0,0
OP0000481,ORD,2023-04-26,657,652,7,2,12.6,16.5,77.5,82.8,0,0,0
OP0000482,ORD,2023-04-27,676,679,15,1,23.8,26.9,54.0,84.0,0,0,0
OP0000483,ORD,2023-04-28,761,768,7,1,8.2,11.0,87.3,84.4,0,1,0
OP0000484,ORD,2023-04-29,713,720,18,2,12.4,18.6,80.3,90.8,0,1,0
OP0000485,ORD,2023-04-30,730,724,10,2,11.4,11.0,84.5,88.7,0,2,0
OP0000486,ORD,2023-05-01,727,717,15,2,12.0,19.3,78.7,81.8,0,2,0
OP0000487,ORD,2023-05-02,709,714,17,1,7.8,11.5,92.9,80.1,0,2,0
OP0000488,ORD,2023-05-03,715,708,9,2,5.1,10.3,93.9,82.0,0,1,0
OP0000489,ORD,2023-05-04,689,681,12,2,10.7,14.7,74.6,81.2,0,0,0
OP0000490,ORD,2023-05-05,747,747,14,2,12.4,16.2,79.9,87.9,0,1,0
OP0000491,ORD,2023-05-06,743,741,19,2,7.4,13.1,77.1,81.0,0,0,0
OP0000492,ORD,2023-05-07,731,734,3,1,10.6,10.0,80.8,85.0,0,1,0
OP0000493,ORD,2023-05-08,649,657,15,1,7.5,8.8,94.0,82.0,0,2,0
OP0000494,ORD,2023-05-09,674,669,12,1,16.2,22.5,72.3,82.6,0,2,0
OP0000495,ORD,2023-05-10,640,635,8,1,0,5.8,97.9,82.7,0,2,0
OP0000496,ORD,2023-05-11,626,635,6,0,11.5,14.5,83.5,82.2,0,2,0
OP0000497,ORD,2023-05-12,736,734,9,1,8.4,13.3,80.6,85.8,0,0,0
OP0000498,ORD,2023-05-13,799,803,13,1,6.1,13.2,91.9,90.7,0,0,0
OP0000499,ORD,2023-05-14,779,778,10,2,9.0,14.2,82.3,88.1,0,1,0
OP0000500,ORD,2023-05-15,698,706,7,1,13.4,16.4,74.4,82.3,0,1,0
OP0000501,ORD,2023-05-16,694,697,7,2,0,3.4,99,90.2,0,2,0
OP0000502,ORD,2023-05-17,631,628,10,0,7.8,6.5,89.5,82.5,0,1,0
OP0000503,ORD,2023-05-18,643,638,7,2,7.6,10.8,88.0,84.0,0,2,0
OP0000504,ORD,2023-05-19,777,777,15,1,7.2,8.6,88.3,85.8,0,1,0
OP0000505,ORD,2023-05-20,760,763,7,1,8.4,16.2,87.0,88.7,0,2,0
OP0000506,ORD,2023-05-21,792,792,0,3,10.1,13.9,82.6,81.4,0,0,0
OP0000507,ORD,2023-05-22,734,740,8,1,15.1,13.1,66.9,88.4,0,0,0
OP0000508,ORD,2023-05-23,665,665,2,2,10.0,11.3,80.0,86.5,0,0,0
OP0000509,ORD,2023-05-24,657,657,9,2,6.6,13.5,83.6,87.9,0,0,0
OP0000510,ORD,2023-05-25,670,669,7,1,9.9,13.1,80.9,85.6,0,2,0
OP0000511,ORD,2023-05-26,752,753,3,1,11.3,17.8,75.4,82.4,0,2,0
OP0000512,ORD,2023-05-27,759,760,14,1,19.0,19.5,61.2,82.2,0,2,1
OP0000513,ORD,2023-05-28,782,791,10,1,7.3,8.1,87.9,82.5,0,0,0
OP0000514,ORD,2023-05-29,668,674,4,1,12.1,16.7,81.4,86.3,0,0,0
OP0000515,ORD,2023-05-30,664,657,6,1,11.5,13.3,78.1,84.9,0,1,0
OP0000516,ORD,2023-05-31,704,695,6,2,11.4,12.4,74.4,89.2,0,0,0
OP0000517,ORD,2023-06-01,791,782,18,2,23.0,25.7,57.6,87.1,0,4,0
OP0000518,ORD,2023-06-02,762,764,5,1,5.7,9.3,93.3,89.2,0,1,0
OP0000519,ORD,2023-06-03,705,709,8,1,17.2,17.8,67.9,84.2,0,0,0
OP0000520,ORD,2023-06-04,731,727,14,1,8.0,11.0,87.5,85.4,0,2,0
OP0000521,ORD,2023-06-05,717,722,12,2,14.3,13.7,74.9,86.0,0,5,0
OP0000522,ORD,2023-06-06,758,768,9,2,16.7,18.8,69.0,84.5,0,1,0
OP0000523,ORD,2023-06-07,739,740,14,2,10.0,13.8,82.4,79.6,0,1,0
OP0000524,ORD,2023-06-08,706,700,13,3,8.5,13.2,79.8,84.5,0,2,0
OP0000525,ORD,2023-06-09,738,748,15,2,5.4,7.1,94.0,88.6,0,0,0
OP0000526,ORD,2023-06-10,740,735,10,2,10.6,12.9,79.1,85.9,0,0,0
OP0000527,ORD,2023-06-11,753,760,12,2,12.7,17.5,73.1,85.4,0,5,0
OP0000528,ORD,2023-06-12,746,739,7,1,12.7,17.1,81.7,81.4,0,0,0
OP0000529,ORD,2023-06-13,760,770,17,2,7.4,9.8,82.3,84.9,0,1,0
OP0000530,ORD,2023-06-14,786,789,7,2,23.9,22.9,56.7,81.8,0,4,0
OP0000531,ORD,2023-06-15,780,775,6,1,11.5,15.0,75.5,89.8,0,4,0
OP0000532,ORD,2023-06-16,713,713,17,2,16.6,21.5,70.7,86.5,0,5,0
OP0000533,ORD,2023-06-17,779,780,10,1,16.5,17.6,66.3,83.1,0,1,0
OP0000534,ORD,2023-06-18,739,731,19,2,14.9,12.4,68.3,83.5,0,1,0
OP0000535,ORD,2023-06-19,788,785,15,1,15.1,16.1,69.4,84.7,0,1,0
OP0000536,ORD,2023-06-20,749,753,15,1,11.4,14.5,80.9,83.4,0,1,0
OP0000537,ORD,2023-06-21,678,681,17,2,17.0,18.1,73.1,88.5,0,1,0
OP0000538,ORD,2023-06-22,715,720,18,2,21.2,25.7,55.9,82.6,0,2,0
OP0000539,ORD,2023-06-23,753,747,7,1,12.5,15.4,72.9,82.1,0,5,0
OP0000540,ORD,2023-06-24,749,741,11,2,16.0,17.8,72.2,85.4,0,1,0
OP0000541,ORD,2023-06-25,773,777,19,2,5.4,8.6,93.4,84.6,0,0,0
OP0000542,ORD,2023-06-26,778,776,16,1,15.9,17.1,73.6,89.2,0,4,0
OP0000543,ORD,2023-06-27,711,713,5,1,12.0,14.0,75.2,89.9,0,3,0
OP0000544,ORD,2023-06-28,770,768,9,2,14.7,18.5,72.4,79.3,0,1,0
OP0000545,ORD,2023-06-29,794,791,14,2,10.2,11.3,84.5,86.7,0,4,0
OP0000546,ORD,2023-06-30,758,748,14,1,16.5,20.8,69.6,85.9,0,3,0
OP0000547,ORD,2023-07-01,732,728,17,1,25.7,26.7,54.0,83.4,0,5,0
OP0000548,ORD,2023-07-02,778,780,16,1,8.6,12.3,85.5,83.8,0,4,0
OP0000549,ORD,2023-07-03,735,725,18,1,19.6,21.0,62.6,84.3,0,4,0
OP0000550,ORD,2023-07-04,726,736,17,1,20.5,22.1,62.2,85.5,0,4,0
OP0000551,ORD,2023-07-05,720,712,18,3,16.2,17.6,68.0,83.4,0,2,0
OP0000552,ORD,2023-07-06,730,737,15,2,10.7,11.3,77.9,88.6,0,2,0
OP0000553,ORD,2023-07-07,757,755,13,3,10.1,14.6,83.8,86.4,0,5,0
OP0000554,ORD,2023-07-08,734,742,5,3,6.1,6.0,95.9,85.3,0,4,0
OP0000555,ORD,2023-07-09,795,800,14,1,9.0,13.5,87.8,85.9,0,1,0
OP0000556,ORD,2023-07-10,677,673,13,1,5.5,9.0,89.5,81.2,0,0,0
OP0000557,ORD,2023-07-11,726,732,14,3,19.9,26.4,65.9,84.8,0,0,0
OP0000558,ORD,2023-07-12,719,714,14,1,12.5,16.0,77.2,88.8,0,0,1
OP0000559,ORD,2023-07-13,773,779,11,3,13.1,14.2,76.2,81.5,0,5,0
OP0000560,ORD,2023-07-14,730,727,17,1,3.9,5.0,94.5,79.9,0,1,0
OP0000561,ORD,2023-07-15,743,736,12,1,11.4,19.5,76.8,82.3,0,0,0
OP0000562,ORD,2023-07-16,670,671,3,1,15.8,18.4,75.2,86.8,0,0,0
OP0000563,ORD,2023-07-17,763,761,12,2,14.5,19.8,74.4,89.7,0,2,0
OP0000564,ORD,2023-07-18,768,778,20,1,16.2,21.0,73.9,86.8,0,1,0
OP0000565,ORD,2023-07-19,734,733,9,1,10.1,15.7,80.7,84.5,0,2,0
OP0000566,ORD,2023-07-20,734,744,16,2,21.1,24.0,63.2,80.6,0,5,0
OP0000567,ORD,2023-07-21,736,745,11,2,12.5,17.4,70.6,89.1,0,0,0
OP0000568,ORD,2023-07-22,772,764,15,2,17.9,22.1,62.0,87.0,0,1,0
OP0000569,ORD,2023-07-23,743,740,8,2,18.4,19.0,62.3,87.5,0,1,0
OP0000570,ORD,2023-07-24,780,788,5,1,19.5,20.2,65.8,79.7,0,1,1
OP0000571,ORD,2023-07-25,655,645,14,1,13.0,14.4,78.5,84.5,0,0,0
OP0000572,ORD,2023-07-26,742,752,11,2,17.4,22.6,71.8,84.0,0,1,0
OP0000573,ORD,2023-07-27,763,755,13,2,14.9,20.7,77.2,85.0,0,5,0
OP0000574,ORD,2023-07-28,709,708,10,1,19.3,26.1,65.2,82.2,0,2,0
OP0000575,ORD,2023-07-29,744,749,16,1,12.5,16.5,75.8,85.6,0,3,0
OP0000576,ORD,2023-07-30,764,771,11,2,21.6,20.5,60.1,83.4,0,5,0
OP0000577,ORD,2023-07-31,783,784,8,1,12.1,15.2,78.7,91.7,0,3,0
OP0000578,ORD,2023-08-01,685,676,10,1,6.5,10.4,89.9,87.5,0,1,0
OP0000579,ORD,2023-08-02,649,651,9,2,0,0.3,99,79.8,0,0,0
OP0000580,ORD,2023-08-03,692,687,11,2,5.9,9.4,87.2,90.1,0,1,0
OP0000581,ORD,2023-08-04,720,718,11,2,18.1,17.5,68.1,84.4,0,1,0
OP0000582,ORD,2023-08-05,726,723,10,2,11.3,14.9,80.5,86.6,0,0,0
OP0000583,ORD,2023-08-06,754,758,14,2,18.0,17.4,67.3,90.7,0,2,0
OP0000584,ORD,2023-08-07,611,604,7,2,7.7,10.5,83.4,81.1,0,1,0
OP0000585,ORD,2023-08-08,669,663,4,1,8.8,11.2,87.9,84.2,0,1,0
OP0000586,ORD,2023-08-09,649,656,7,1,8.8,10.8,87.5,84.7,0,2,0
OP0000587,ORD,2023-08-10,620,628,8,1,2.5,8.6,96.0,88.2,0,0,0
OP0000588,ORD,2023-08-11,725,733,3,1,4.6,9.8,84.4,88.4,0,1,0
OP0000589,ORD,2023-08-12,743,749,10,2,13.4,17.0,74.0,91.1,0,0,0
OP0000590,ORD,2023-08-13,788,795,13,2,18.2,19.5,65.6,80.6,0,0,0
