delay_id,flight_id,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,total_delay_min,primary_cause
DD000466,FL001629,1,9,6,1,5,22,Weather Delay
DD000467,FL001631,0,0,16,0,1,17,NAS Delay
DD000468,FL001636,0,3,0,4,8,15,Late Aircraft Delay
DD000469,FL001637,25,46,8,19,21,119,Weather Delay
DD000470,FL001639,5,9,3,11,25,53,Late Aircraft Delay
DD000471,FL001641,18,0,0,0,0,18,Carrier Delay
DD000472,FL001646,0,4,12,0,0,16,NAS Delay
DD000473,FL001647,10,0,2,8,3,23,Carrier Delay
DD000474,FL001660,3,1,16,0,0,20,NAS Delay
DD000475,FL001664,0,70,0,1,3,74,Weather Delay
DD000476,FL001667,1,1,85,34,0,121,NAS Delay
DD000477,FL001669,22,0,0,0,0,22,Carrier Delay
DD000478,FL001681,10,0,3,3,1,17,Carrier Delay
DD000479,FL001687,20,0,7,9,12,48,Carrier Delay
DD000480,FL001688,0,10,9,25,5,49,Security Delay
DD000481,FL001692,0,2,33,4,4,43,NAS Delay
DD000482,FL001703,10,4,1,6,3,24,Carrier Delay
DD000483,FL001707,3,0,5,20,0,28,Security Delay
DD000484,FL001714,24,1,2,1,0,28,Carrier Delay
DD000485,FL001719,36,15,1,13,5,70,Carrier Delay
DD000486,FL001722,0,1,21,0,0,22,NAS Delay
DD000487,FL001724,1,140,51,0,39,231,Weather Delay
DD000488,FL001725,22,1,1,0,16,40,Carrier Delay
DD000489,FL001729,16,0,1,0,1,18,Carrier Delay
DD000490,FL001733,1,0,9,7,1,18,NAS Delay
DD000491,FL001734,65,11,2,110,5,193,Security Delay
DD000492,FL001744,14,6,1,33,11,65,Security Delay
DD000493,FL001750,4,2,2,11,9,28,Security Delay
DD000494,FL001753,3,0,20,0,0,23,NAS Delay
DD000495,FL001754,2,2,34,89,11,138,Security Delay
DD000496,FL001764,0,9,3,4,0,16,Weather Delay
DD000497,FL001765,28,0,0,0,1,29,Carrier Delay
DD000498,FL001771,1,0,15,2,1,19,NAS Delay
DD000499,FL001772,72,40,14,11,2,139,Carrier Delay
DD000500,FL001773,0,3,0,13,14,30,Late Aircraft Delay
DD000501,FL001777,0,0,0,16,1,17,Security Delay
DD000502,FL001778,7,11,3,0,2,23,Weather Delay
DD000503,FL001779,30,16,4,3,60,113,Late Aircraft Delay
DD000504,FL001780,4,1,4,5,8,22,Late Aircraft Delay
DD000505,FL001781,1,3,18,2,0,24,NAS Delay
DD000506,FL001782,16,1,4,0,2,23,Carrier Delay
DD000507,FL001786,0,0,10,2,16,28,Late Aircraft Delay
DD000508,FL001788,1,33,49,9,0,92,NAS Delay
DD000509,FL001791,10,35,11,10,0,66,Weather Delay
DD000510,FL001804,1,0,0,14,0,15,Security Delay
DD000511,FL001811,3,1,0,12,3,19,Security Delay
DD000512,FL001816,0,1,7,1,9,18,Late Aircraft Delay
DD000513,FL001818,2,51,0,2,5,60,Weather Delay
DD000514,FL001822,2,2,1,12,4,21,Security Delay
DD000515,FL001843,2,6,14,7,16,45,Late Aircraft Delay
DD000516,FL001844,0,0,8,10,2,20,Security Delay
DD000517,FL001852,3,8,46,2,1,60,NAS Delay
DD000518,FL001863,0,1,2,13,0,16,Security Delay
DD000519,FL001872,0,2,37,9,0,48,NAS Delay
DD000520,FL001874,2,2,33,1,0,38,NAS Delay
DD000521,FL001875,0,0,0,0,22,22,Late Aircraft Delay
DD000522,FL001879,31,16,2,54,3,106,Security Delay
DD000523,FL001882,2,4,4,13,0,23,Security Delay
DD000524,FL001884,33,0,0,29,2,64,Carrier Delay
DD000525,FL001892,1,3,1,0,17,22,Late Aircraft Delay
DD000526,FL001893,5,0,13,0,0,18,NAS Delay
DD000527,FL001895,35,0,10,1,24,70,Carrier Delay
DD000528,FL001897,2,16,9,1,1,29,Weather Delay
DD000529,FL001911,1,0,1,14,2,18,Security Delay
DD000530,FL001913,1,2,0,27,16,46,Security Delay
DD000531,FL001917,94,28,34,2,17,175,Carrier Delay
DD000532,FL001922,0,5,1,21,0,27,Security Delay
DD000533,FL001927,11,0,5,1,0,17,Carrier Delay
DD000534,FL001928,10,1,6,10,1,28,Security Delay
DD000535,FL001935,1,19,0,0,0,20,Weather Delay
DD000536,FL001937,7,9,1,4,0,21,Weather Delay
DD000537,FL001939,28,8,9,2,2,49,Carrier Delay
DD000538,FL001947,0,0,1,52,0,53,Security Delay
DD000539,FL001949,2,0,1,35,3,41,Security Delay
DD000540,FL001950,18,6,18,5,20,67,Late Aircraft Delay
DD000541,FL001952,0,0,17,0,0,17,NAS Delay
DD000542,FL001955,13,0,6,3,7,29,Carrier Delay
DD000543,FL001965,3,8,14,26,2,53,Security Delay
DD000544,FL001966,1,0,49,47,0,97,NAS Delay
DD000545,FL001968,0,1,6,11,0,18,Security Delay
DD000546,FL001971,17,0,5,0,0,22,Carrier Delay
DD000547,FL001976,5,0,8,45,45,103,Late Aircraft Delay
DD000548,FL001978,2,1,1,8,21,33,Late Aircraft Delay
DD000549,FL001979,0,0,17,0,0,17,NAS Delay
DD000550,FL001986,26,21,43,9,65,164,Late Aircraft Delay
DD000551,FL001987,0,1,21,1,1,24,NAS Delay
DD000552,FL001988,17,9,2,11,1,40,Carrier Delay
DD000553,FL001995,4,4,2,34,8,52,Security Delay
DD000554,FL001996,0,9,0,16,16,41,Late Aircraft Delay
DD000555,FL002001,4,12,5,0,14,35,Late Aircraft Delay
DD000556,FL002005,0,3,27,0,8,38,NAS Delay
DD000557,FL002008,3,17,3,0,0,23,Weather Delay
DD000558,FL002011,1,0,0,12,81,94,Late Aircraft Delay
DD000559,FL002015,0,0,20,1,1,22,NAS Delay
DD000560,FL002018,4,1,3,3,43,54,Late Aircraft Delay
DD000561,FL002020,77,0,3,16,4,100,Carrier Delay
DD000562,FL002029,0,0,54,1,0,55,NAS Delay
DD000563,FL002032,21,0,0,0,2,23,Carrier Delay
DD000564,FL002034,60,0,1,0,0,61,Carrier Delay
DD000565,FL002035,2,15,2,2,2,23,Weather Delay
DD000566,FL002040,2,3,9,2,2,18,NAS Delay
DD000567,FL002046,2,1,1,17,1,22,Security Delay
DD000568,FL002047,15,1,1,4,0,21,Carrier Delay
DD000569,FL002049,0,15,19,0,0,34,NAS Delay
DD000570,FL002050,0,0,0,20,0,20,Security Delay
DD000571,FL002054,21,0,27,171,0,219,Security Delay
DD000572,FL002056,7,24,15,1,1,48,Weather Delay
DD000573,FL002057,12,0,11,0,0,23,Carrier Delay
DD000574,FL002066,23,2,1,36,1,63,Security Delay
DD000575,FL002075,6,2,3,1,15,27,Late Aircraft Delay
DD000576,FL002080,3,0,4,0,11,18,Late Aircraft Delay
DD000577,FL002081,5,13,0,2,8,28,Weather Delay
DD000578,FL002082,3,0,14,0,5,22,NAS Delay
DD000579,FL002083,0,10,4,7,13,34,Late Aircraft Delay
DD000580,FL002087,7,4,109,4,4,128,NAS Delay
DD000581,FL002088,0,20,0,1,0,21,Weather Delay
DD000582,FL002091,49,1,5,5,6,66,Carrier Delay
DD000583,FL002092,2,4,15,6,2,29,NAS Delay
DD000584,FL002097,2,0,12,10,0,24,NAS Delay
DD000585,FL002101,3,0,8,96,1,108,Security Delay
DD000586,FL002103,2,17,3,34,4,60,Security Delay
DD000587,FL002105,15,3,8,5,4,35,Carrier Delay
DD000588,FL002106,2,2,1,5,8,18,Late Aircraft Delay
DD000589,FL002112,1,5,6,0,14,26,Late Aircraft Delay
DD000590,FL002113,4,3,11,2,1,21,NAS Delay
DD000591,FL002119,21,6,0,6,1,34,Carrier Delay
DD000592,FL002120,5,1,14,0,6,26,NAS Delay
DD000593,FL002121,0,0,0,27,0,27,Security Delay
DD000594,FL002123,0,0,1,61,2,64,Security Delay
DD000595,FL002124,2,4,52,1,10,69,NAS Delay
DD000596,FL002126,0,0,36,0,1,37,NAS Delay
DD000597,FL002130,2,15,7,2,4,30,Weather Delay
DD000598,FL002135,0,1,16,1,0,18,NAS Delay
DD000599,FL002139,4,12,5,4,5,30,Weather Delay
DD000600,FL002140,7,16,15,1,1,40,Weather Delay
DD000601,FL002141,1,0,20,9,4,34,NAS Delay
DD000602,FL002142,33,10,18,49,75,185,Late Aircraft Delay
DD000603,FL002151,21,19,0,70,5,115,Security Delay
DD000604,FL002155,2,3,1,93,1,100,Security Delay
DD000605,FL002158,0,0,0,16,0,16,Security Delay
DD000606,FL002161,0,0,3,3,14,20,Late Aircraft Delay
DD000607,FL002169,0,4,1,4,13,22,Late Aircraft Delay
DD000608,FL002175,0,6,3,1,7,17,Late Aircraft Delay
DD000609,FL002180,1,51,0,4,63,119,Late Aircraft Delay
DD000610,FL002181,0,0,4,14,0,18,Security Delay
DD000611,FL002185,16,1,0,0,0,17,Carrier Delay
DD000612,FL002188,0,1,33,0,7,41,NAS Delay
DD000613,FL002191,9,38,0,0,1,48,Weather Delay
DD000614,FL002198,7,7,16,0,0,30,NAS Delay
DD000615,FL002201,6,2,84,3,0,95,NAS Delay
DD000616,FL002210,5,22,0,0,0,27,Weather Delay
DD000617,FL002215,1,10,3,0,12,26,Late Aircraft Delay
DD000618,FL002226,0,0,16,3,5,24,NAS Delay
DD000619,FL002229,2,4,4,4,5,19,Late Aircraft Delay
DD000620,FL002231,6,3,0,8,0,17,Security Delay
DD000621,FL002234,37,1,0,20,9,67,Carrier Delay
DD000622,FL002236,10,2,1,52,0,65,Security Delay
DD000623,FL002238,186,4,1,0,0,191,Carrier Delay
DD000624,FL002244,1,5,4,9,1,20,Security Delay
DD000625,FL002247,1,17,1,2,5,26,Weather Delay
DD000626,FL002248,0,5,0,11,0,16,Security Delay
DD000627,FL002249,0,38,0,21,4,63,Weather Delay
DD000628,FL002251,5,1,1,10,4,21,Security Delay
DD000629,FL002254,0,6,0,2,11,19,Late Aircraft Delay
DD000630,FL002255,10,10,8,8,0,36,Carrier Delay
DD000631,FL002256,13,2,7,1,0,23,Carrier Delay
DD000632,FL002261,4,9,11,11,1,36,Security Delay
DD000633,FL002262,0,0,5,0,13,18,Late Aircraft Delay
DD000634,FL002265,4,10,3,5,9,31,Weather Delay
DD000635,FL002266,3,2,13,0,4,22,NAS Delay
DD000636,FL002269,12,9,0,1,0,22,Carrier Delay
DD000637,FL002270,14,1,2,3,12,32,Carrier Delay
DD000638,FL002274,7,5,1,0,5,18,Carrier Delay
DD000639,FL002280,12,0,0,4,0,16,Carrier Delay
DD000640,FL002283,0,10,38,11,21,80,NAS Delay
DD000641,FL002285,4,125,11,6,9,155,Weather Delay
DD000642,FL002292,22,0,20,0,4,46,Carrier Delay
DD000643,FL002318,0,3,3,1,11,18,Late Aircraft Delay
DD000644,FL002319,4,4,5,1,8,22,Late Aircraft Delay
DD000645,FL002320,0,7,0,0,19,26,Late Aircraft Delay
DD000646,FL002323,19,9,4,2,18,52,Carrier Delay
DD000647,FL002327,1,5,1,5,7,19,Late Aircraft Delay
DD000648,FL002338,10,1,3,4,2,20,Carrier Delay
DD000649,FL002343,5,3,17,3,8,36,NAS Delay
DD000650,FL002347,2,0,0,34,44,80,Late Aircraft Delay
DD000651,FL002349,59,0,15,5,0,79,Carrier Delay
DD000652,FL002352,10,3,1,30,2,46,Security Delay
DD000653,FL002355,27,6,2,15,5,55,Carrier Delay
DD000654,FL002361,0,0,15,0,3,18,NAS Delay
DD000655,FL002362,0,13,7,0,4,24,Weather Delay
DD000656,FL002364,16,0,0,0,3,19,Carrier Delay
DD000657,FL002375,11,26,0,1,3,41,Weather Delay
DD000658,FL002381,7,0,7,12,1,27,Security Delay
DD000659,FL002383,7,74,7,13,9,110,Weather Delay
DD000660,FL002391,39,95,52,3,20,209,Weather Delay
DD000661,FL002392,4,2,2,5,4,17,Security Delay
DD000662,FL002394,0,7,10,0,7,24,NAS Delay
DD000663,FL002401,5,11,5,13,16,50,Late Aircraft Delay
DD000664,FL002404,65,0,3,0,0,68,Carrier Delay
DD000665,FL002406,7,33,7,0,1,48,Weather Delay
DD000666,FL002407,1,1,6,0,14,22,Late Aircraft Delay
DD000667,FL002408,1,39,17,5,1,63,Weather Delay
DD000668,FL002414,0,11,6,3,3,23,Weather Delay
DD000669,FL002418,2,100,0,3,2,107,Weather Delay
DD000670,FL002420,1,10,5,5,1,22,Weather Delay
DD000671,FL002424,13,0,0,6,21,40,Late Aircraft Delay
DD000672,FL002429,0,29,31,2,3,65,NAS Delay
DD000673,FL002433,0,0,20,2,19,41,NAS Delay
DD000674,FL002437,95,6,10,0,0,111,Carrier Delay
DD000675,FL002441,2,1,3,4,15,25,Late Aircraft Delay
DD000676,FL002445,1,0,5,15,0,21,Security Delay
DD000677,FL002450,2,1,75,7,10,95,NAS Delay
DD000678,FL002452,0,0,3,2,15,20,Late Aircraft Delay
DD000679,FL002460,6,46,5,9,7,73,Weather Delay
DD000680,FL002462,28,23,13,35,0,99,Security Delay
DD000681,FL002464,20,91,29,13,5,158,Weather Delay
DD000682,FL002466,1,9,24,4,0,38,NAS Delay
DD000683,FL002468,6,2,13,4,0,25,NAS Delay
DD000684,FL002471,0,117,2,0,1,120,Weather Delay
DD000685,FL002472,0,1,0,0,17,18,Late Aircraft Delay
DD000686,FL002476,60,0,3,0,0,63,Carrier Delay
DD000687,FL002485,9,1,23,1,6,40,NAS Delay
DD000688,FL002486,110,76,2,1,7,196,Carrier Delay
DD000689,FL002487,4,1,10,1,15,31,Late Aircraft Delay
DD000690,FL002488,0,0,0,4,17,21,Late Aircraft Delay
DD000691,FL002489,46,0,0,2,20,68,Carrier Delay
DD000692,FL002497,21,0,7,4,41,73,Late Aircraft Delay
DD000693,FL002499,0,3,1,12,0,16,Security Delay
DD000694,FL002502,1,0,5,15,0,21,Security Delay
DD000695,FL002505,0,18,3,1,0,22,Weather Delay
DD000696,FL002510,16,1,0,4,0,21,Carrier Delay
DD000697,FL002519,16,0,0,0,0,16,Carrier Delay
DD000698,FL002521,0,0,54,2,2,58,NAS Delay
DD000699,FL002522,0,49,54,103,1,207,Security Delay
DD000700,FL002527,2,6,17,1,5,31,NAS Delay
DD000701,FL002528,0,9,2,8,0,19,Weather Delay
DD000702,FL002533,2,21,0,0,0,23,Weather Delay
DD000703,FL002534,0,1,8,13,0,22,Security Delay
DD000704,FL002535,22,0,0,4,0,26,Carrier Delay
DD000705,FL002538,26,16,14,15,31,102,Late Aircraft Delay
DD000706,FL002540,1,3,4,1,14,23,Late Aircraft Delay
DD000707,FL002549,5,0,62,30,1,98,NAS Delay
DD000708,FL002552,19,3,1,0,1,24,Carrier Delay
DD000709,FL002554,8,1,22,1,0,32,NAS Delay
DD000710,FL002555,4,3,1,13,5,26,Security Delay
DD000711,FL002558,19,1,2,0,20,42,Late Aircraft Delay
DD000712,FL002559,0,1,12,3,11,27,NAS Delay
DD000713,FL002562,0,42,0,1,0,43,Weather Delay
DD000714,FL002563,19,21,11,4,0,55,Weather Delay
DD000715,FL002564,42,4,0,5,0,51,Carrier Delay
DD000716,FL002567,1,3,0,7,5,16,Security Delay
DD000717,FL002568,18,0,0,3,0,21,Carrier Delay
DD000718,FL002571,2,4,5,0,9,20,Late Aircraft Delay
DD000719,FL002576,1,4,1,20,1,27,Security Delay
DD000720,FL002578,3,1,0,6,27,37,Late Aircraft Delay
DD000721,FL002581,6,10,3,2,5,26,Weather Delay
DD000722,FL002583,0,14,1,0,2,17,Weather Delay
DD000723,FL002587,5,16,4,0,1,26,Weather Delay
DD000724,FL002590,5,4,16,11,9,45,NAS Delay
DD000725,FL002593,10,2,4,1,1,18,Carrier Delay
DD000726,FL002595,1,1,11,7,0,20,NAS Delay
DD000727,FL002601,13,0,1,1,28,43,Late Aircraft Delay
DD000728,FL002603,9,0,0,57,0,66,Security Delay
DD000729,FL002607,1,0,23,1,1,26,NAS Delay
DD000730,FL002609,22,8,0,0,13,43,Carrier Delay
DD000731,FL002610,0,1,29,2,11,43,NAS Delay
DD000732,FL002616,5,2,11,1,1,20,NAS Delay
DD000733,FL002617,0,0,0,0,18,18,Late Aircraft Delay
DD000734,FL002624,9,8,3,12,0,32,Security Delay
DD000735,FL002630,0,3,9,5,15,32,Late Aircraft Delay
DD000736,FL002634,9,21,2,1,2,35,Weather Delay
DD000737,FL002639,1,1,3,22,0,27,Security Delay
DD000738,FL002640,2,1,1,6,8,18,Late Aircraft Delay
DD000739,FL002645,0,12,0,0,6,18,Weather Delay
DD000740,FL002647,1,6,7,3,25,42,Late Aircraft Delay
DD000741,FL002648,3,14,0,0,13,30,Weather Delay
DD000742,FL002649,1,19,1,1,30,52,Late Aircraft Delay
DD000743,FL002656,25,0,0,5,0,30,Carrier Delay
DD000744,FL002665,2,7,18,3,0,30,NAS Delay
DD000745,FL002666,1,1,3,36,1,42,Security Delay
DD000746,FL002667,2,1,7,0,43,53,Late Aircraft Delay
DD000747,FL002674,47,28,12,1,5,93,Carrier Delay
DD000748,FL002675,6,7,0,1,21,35,Late Aircraft Delay
DD000749,FL002680,40,5,9,0,1,55,Carrier Delay
DD000750,FL002681,11,0,7,0,0,18,Carrier Delay
DD000751,FL002684,1,1,1,0,17,20,Late Aircraft Delay
DD000752,FL002687,8,0,1,30,1,40,Security Delay
DD000753,FL002689,1,18,2,0,0,21,Weather Delay
DD000754,FL002695,2,0,2,53,27,84,Security Delay
DD000755,FL002697,0,0,0,15,0,15,Security Delay
DD000756,FL002706,4,1,2,2,34,43,Late Aircraft Delay
DD000757,FL002711,0,0,2,3,19,24,Late Aircraft Delay
DD000758,FL002714,23,0,0,0,1,24,Carrier Delay
DD000759,FL002716,0,15,10,2,13,40,Weather Delay
DD000760,FL002719,27,9,2,2,50,90,Late Aircraft Delay
DD000761,FL002720,125,13,9,16,64,227,Carrier Delay
DD000762,FL002724,4,65,10,141,10,230,Security Delay
DD000763,FL002734,11,5,0,19,23,58,Late Aircraft Delay
DD000764,FL002735,1,37,6,2,7,53,Weather Delay
DD000765,FL002736,1,19,2,0,0,22,Weather Delay
DD000766,FL002737,2,17,8,17,12,56,Security Delay
DD000767,FL002738,1,0,0,22,0,23,Security Delay
DD000768,FL002741,1,7,2,7,8,25,Late Aircraft Delay
DD000769,FL002743,4,17,6,1,18,46,Late Aircraft Delay
DD000770,FL002744,0,0,0,2,17,19,Late Aircraft Delay
DD000771,FL002746,17,5,8,2,1,33,Carrier Delay
DD000772,FL002750,62,0,13,0,0,75,Carrier Delay
DD000773,FL002759,2,3,1,36,1,43,Security Delay
DD000774,FL002763,1,0,21,2,0,24,NAS Delay
DD000775,FL002770,0,42,6,0,2,50,Weather Delay
DD000776,FL002775,19,22,20,39,3,103,Security Delay
DD000777,FL002776,15,2,0,1,0,18,Carrier Delay
DD000778,FL002777,0,87,0,12,0,99,Weather Delay
DD000779,FL002781,44,13,2,50,15,124,Security Delay
DD000780,FL002784,42,4,1,0,10,57,Carrier Delay
DD000781,FL002785,0,15,0,5,7,27,Weather Delay
DD000782,FL002788,6,14,0,0,1,21,Weather Delay
DD000783,FL002789,5,9,0,1,2,17,Weather Delay
DD000784,FL002794,4,12,0,1,5,22,Weather Delay
DD000785,FL002795,4,4,6,14,13,41,Security Delay
DD000786,FL002797,13,7,3,9,59,91,Late Aircraft Delay
DD000787,FL002798,0,0,0,22,0,22,Security Delay
DD000788,FL002799,2,0,9,2,28,41,Late Aircraft Delay
DD000789,FL002800,16,2,32,5,0,55,NAS Delay
DD000790,FL002803,8,0,8,2,5,23,Carrier Delay
DD000791,FL002806,12,0,1,4,5,22,Carrier Delay
DD000792,FL002807,17,0,11,0,0,28,Carrier Delay
DD000793,FL002808,3,1,11,1,2,18,NAS Delay
DD000794,FL002809,3,29,14,0,10,56,Weather Delay
DD000795,FL002811,4,15,7,11,0,37,Weather Delay
DD000796,FL002816,7,4,2,0,2,15,Carrier Delay
DD000797,FL002826,2,0,28,10,0,40,NAS Delay
DD000798,FL002832,20,24,4,3,1,52,Weather Delay
DD000799,FL002833,1,18,11,36,2,68,Security Delay
DD000800,FL002843,13,3,0,11,27,54,Late Aircraft Delay
DD000801,FL002844,3,10,6,1,10,30,Weather Delay
DD000802,FL002845,2,10,5,2,2,21,Weather Delay
DD000803,FL002846,0,4,0,1,40,45,Late Aircraft Delay
DD000804,FL002848,2,0,0,21,0,23,Security Delay
DD000805,FL002851,20,8,100,35,4,167,NAS Delay
DD000806,FL002853,0,13,0,2,3,18,Weather Delay
DD000807,FL002854,14,14,19,17,3,67,NAS Delay
DD000808,FL002858,3,4,72,46,12,137,NAS Delay
DD000809,FL002867,27,4,0,0,0,31,Carrier Delay
DD000810,FL002871,26,9,0,0,0,35,Carrier Delay
DD000811,FL002882,3,4,53,1,64,125,Late Aircraft Delay
DD000812,FL002883,0,0,1,17,0,18,Security Delay
DD000813,FL002890,10,28,9,7,5,59,Weather Delay
DD000814,FL002897,6,0,102,30,0,138,NAS Delay
DD000815,FL002900,0,20,0,0,5,25,Weather Delay
DD000816,FL002901,8,7,0,0,3,18,Carrier Delay
DD000817,FL002904,4,10,8,2,11,35,Late Aircraft Delay
DD000818,FL002906,0,0,0,0,19,19,Late Aircraft Delay
DD000819,FL002911,22,0,7,0,0,29,Carrier Delay
DD000820,FL002913,5,7,1,6,1,20,Weather Delay
DD000821,FL002919,14,14,0,6,3,37,Carrier Delay
DD000822,FL002925,10,1,9,3,2,25,Carrier Delay
DD000823,FL002926,4,6,2,11,5,28,Security Delay
DD000824,FL002930,1,6,5,3,7,22,Late Aircraft Delay
DD000825,FL002938,20,0,6,17,0,43,Carrier Delay
DD000826,FL002944,2,31,1,2,3,39,Weather Delay
DD000827,FL002947,2,6,16,2,15,41,NAS Delay
DD000828,FL002949,41,8,12,15,34,110,Carrier Delay
DD000829,FL002953,1,8,0,7,0,16,Weather Delay
DD000830,FL002957,0,2,16,21,2,41,Security Delay
DD000831,FL002959,13,2,0,0,1,16,Carrier Delay
DD000832,FL002963,2,0,0,1,13,16,Late Aircraft Delay
DD000833,FL002972,0,0,4,4,9,17,Late Aircraft Delay
DD000834,FL002973,5,2,1,6,11,25,Late Aircraft Delay
DD000835,FL002975,0,0,8,0,10,18,Late Aircraft Delay
DD000836,FL002976,6,5,0,11,2,24,Security Delay
DD000837,FL002978,0,0,11,12,0,23,Security Delay
DD000838,FL002980,0,0,22,0,0,22,NAS Delay
DD000839,FL002983,2,9,2,2,0,15,Weather Delay
DD000840,FL002986,2,0,0,13,2,17,Security Delay
DD000841,FL002988,10,8,0,0,0,18,Carrier Delay
DD000842,FL002990,4,3,2,3,5,17,Late Aircraft Delay
DD000843,FL002991,4,12,1,2,2,21,Weather Delay
DD000844,FL002995,17,2,4,0,1,24,Carrier Delay
DD000845,FL002997,14,6,0,0,0,20,Carrier Delay
DD000846,FL002998,0,9,6,3,3,21,Weather Delay
DD000847,FL003000,10,9,0,0,7,26,Carrier Delay
DD000848,FL003001,4,8,41,3,7,63,NAS Delay
DD000849,FL003002,0,3,0,0,18,21,Late Aircraft Delay
DD000850,FL003004,0,23,5,0,0,28,Weather Delay
DD000851,FL003009,8,9,8,1,30,56,Late Aircraft Delay
DD000852,FL003013,3,13,115,4,1,136,NAS Delay
DD000853,FL003020,17,0,0,2,7,26,Carrier Delay
DD000854,FL003027,2,1,17,0,1,21,NAS Delay
DD000855,FL003042,4,17,4,0,13,38,Weather Delay
DD000856,FL003045,12,2,29,0,6,49,NAS Delay
DD000857,FL003047,1,6,4,0,7,18,Late Aircraft Delay
DD000858,FL003063,10,15,1,32,1,59,Security Delay
DD000859,FL003068,8,0,7,2,6,23,Carrier Delay
DD000860,FL003070,5,57,2,2,0,66,Weather Delay
DD000861,FL003073,0,16,1,4,0,21,Weather Delay
DD000862,FL003074,15,0,0,0,1,16,Carrier Delay
DD000863,FL003076,0,55,7,1,8,71,Weather Delay
DD000864,FL003082,3,1,2,17,4,27,Security Delay
DD000865,FL003089,1,1,2,0,30,34,Late Aircraft Delay
DD000866,FL003094,12,1,5,1,1,20,Carrier Delay
DD000867,FL003101,17,13,9,9,2,50,Carrier Delay
DD000868,FL003114,0,34,0,76,0,110,Security Delay
DD000869,FL003118,6,0,7,3,2,18,NAS Delay
DD000870,FL003120,0,0,6,34,0,40,Security Delay
DD000871,FL003121,10,1,176,0,11,198,NAS Delay
DD000872,FL003125,16,1,1,0,2,20,Carrier Delay
DD000873,FL003129,9,5,1,0,22,37,Late Aircraft Delay
DD000874,FL003138,2,5,1,9,1,18,Security Delay
DD000875,FL003141,11,30,18,0,8,67,Weather Delay
DD000876,FL003146,0,1,1,5,56,63,Late Aircraft Delay
DD000877,FL003151,11,0,0,4,9,24,Carrier Delay
DD000878,FL003153,5,0,0,15,2,22,Security Delay
DD000879,FL003154,0,7,1,6,1,15,Weather Delay
DD000880,FL003155,14,7,2,0,4,27,Carrier Delay
DD000881,FL003161,6,24,0,25,1,56,Security Delay
DD000882,FL003162,3,0,10,3,0,16,NAS Delay
DD000883,FL003163,0,10,2,4,2,18,Weather Delay
DD000884,FL003176,2,0,16,10,19,47,Late Aircraft Delay
DD000885,FL003179,0,4,13,2,0,19,NAS Delay
DD000886,FL003183,0,24,0,0,3,27,Weather Delay
DD000887,FL003194,11,5,1,5,10,32,Carrier Delay
DD000888,FL003197,0,10,10,1,69,90,Late Aircraft Delay
DD000889,FL003203,3,0,1,38,1,43,Security Delay
DD000890,FL003204,9,12,0,0,0,21,Weather Delay
DD000891,FL003207,9,1,6,1,4,21,Carrier Delay
DD000892,FL003209,1,8,31,1,49,90,Late Aircraft Delay
DD000893,FL003210,5,1,23,7,1,37,NAS Delay
DD000894,FL003211,5,1,16,2,4,28,NAS Delay
DD000895,FL003218,2,1,0,11,1,15,Security Delay
DD000896,FL003221,9,1,4,5,4,23,Carrier Delay
DD000897,FL003223,0,0,32,2,0,34,NAS Delay
DD000898,FL003226,0,0,19,0,4,23,NAS Delay
DD000899,FL003233,4,15,3,17,20,59,Late Aircraft Delay
DD000900,FL003243,0,9,31,0,0,40,NAS Delay
DD000901,FL003250,2,0,0,13,2,17,Security Delay
DD000902,FL003251,30,1,2,47,13,93,Security Delay
DD000903,FL003257,0,12,26,0,7,45,NAS Delay
DD000904,FL003259,3,10,5,2,2,22,Weather Delay
DD000905,FL003262,0,0,1,35,0,36,Security Delay
DD000906,FL003265,1,6,7,2,0,16,NAS Delay
DD000907,FL003272,7,51,3,2,29,92,Weather Delay
DD000908,FL003274,89,20,0,0,7,116,Carrier Delay
DD000909,FL003275,0,0,20,2,0,22,NAS Delay
DD000910,FL003279,8,42,1,6,8,65,Weather Delay
DD000911,FL003280,0,0,20,0,4,24,NAS Delay
DD000912,FL003281,27,0,0,0,1,28,Carrier Delay
DD000913,FL003283,0,6,10,2,0,18,NAS Delay
DD000914,FL003290,5,41,2,21,0,69,Weather Delay
DD000915,FL003295,0,8,2,8,0,18,Weather Delay
DD000916,FL003299,60,31,3,8,28,130,Carrier Delay
DD000917,FL003302,68,46,0,3,68,185,Late Aircraft Delay
DD000918,FL003308,0,67,1,0,0,68,Weather Delay
DD000919,FL003311,4,5,0,4,3,16,Weather Delay
DD000920,FL003313,8,8,0,0,14,30,Late Aircraft Delay
DD000921,FL003317,0,15,4,0,0,19,Weather Delay
DD000922,FL003318,7,0,4,2,9,22,Late Aircraft Delay
DD000923,FL003325,0,9,12,0,0,21,NAS Delay
DD000924,FL003330,5,3,9,1,0,18,NAS Delay
DD000925,FL003335,53,19,3,0,0,75,Carrier Delay
DD000926,FL003337,1,65,1,4,0,71,Weather Delay
DD000927,FL003340,2,1,0,16,2,21,Security Delay
DD000928,FL003341,16,0,3,5,0,24,Carrier Delay
DD000929,FL003342,0,18,0,5,0,23,Weather Delay
DD000930,FL003344,7,13,2,0,4,26,Weather Delay
DD000931,FL003347,1,6,9,4,0,20,NAS Delay
DD000932,FL003349,0,0,11,1,9,21,NAS Delay
